Actor,Target,Time
50,22,884
50,18,912
50,34,935
50,54,967
50,17,981
49,44,501
49,5,502
49,5,529
49,24,660
49,24,673
49,11,698
49,22,778
49,11,787
49,11,809
49,25,1034
49,25,1045
49,5,1188
49,23,1197
49,45,1213
49,30,1247
55,43,0
55,40,250
55,28,945
55,40,996
55,40,1010
55,28,1437
48,32,0
62,37,0
62,28,287
62,22,817
62,52,937
62,52,1053
62,42,1197
62,28,1244
62,5,1303
62,5,1321
29,6,361
29,62,456
29,62,467
29,28,476
29,62,477
29,9,602
29,9,914
29,9,966
29,30,967
29,67,977
29,44,1274
29,45,1350
37,62,41
37,13,52
37,15,145
37,47,274
37,47,276
37,15,340
37,42,343
37,15,348
37,42,652
37,42,730
37,42,782
37,43,949
37,43,976
37,62,1056
37,13,1419
37,62,1438
3,38,0
3,38,317
3,66,354
3,18,360
3,38,371
3,8,406
3,16,512
3,54,539
3,51,738
3,38,929
3,51,964
3,26,1142
3,20,1193
3,28,1196
3,11,1228
3,68,1258
3,31,1288
3,59,1296
3,37,1320
3,11,1378
3,26,1406
3,31,1413
43,24,120
43,37,158
43,24,162
43,24,165
43,41,290
43,55,886
43,37,949
43,5,1110
43,44,1284
51,18,8
51,12,14
51,12,18
51,26,68
51,24,560
51,31,707
51,31,709
51,3,742
51,3,959
51,3,964
51,23,1066
51,24,1099
51,15,1132
51,11,1276
51,20,1293
61,11,0
61,50,431
61,50,758
61,27,1002
61,50,1206
61,13,1212
61,15,1282
61,4,1329
61,15,1345
61,22,1348
61,37,1437
61,13,1438
34,21,36
34,15,325
34,22,660
34,44,825
34,47,906
34,41,1090
31,39,0
31,39,622
31,39,733
31,69,895
31,69,1316
39,31,0
39,35,583
39,31,622
39,51,708
39,31,733
39,3,775
39,26,896
39,26,918
39,15,978
39,24,1012
39,57,1035
39,51,1085
39,52,1194
39,26,1336
39,17,1352
52,62,19
52,41,34
52,18,38
52,42,45
52,40,48
52,41,54
52,16,121
52,15,135
52,15,235
52,64,288
52,4,321
52,38,405
52,60,422
52,15,492
52,18,553
52,8,592
52,7,646
52,30,681
52,21,702
52,21,754
52,53,781
52,48,790
52,9,844
52,45,873
52,9,886
52,41,889
52,45,913
52,62,931
52,22,991
52,22,1034
52,5,1062
52,22,1112
52,25,1150
52,39,1194
23,7,150
23,47,845
23,16,862
23,8,894
23,26,912
23,26,971
23,36,993
23,14,1058
23,19,1216
23,22,1248
23,22,1267
23,27,1280
23,22,1311
23,50,1320
23,12,1332
23,19,1347
23,24,1349
23,26,1360
23,26,1393
23,3,1418
32,48,0
66,54,11
66,44,36
66,27,109
66,27,305
66,59,306
66,3,332
66,3,347
66,34,408
66,38,433
66,60,757
66,38,798
66,38,1325
7,24,45
7,15,70
7,34,153
7,15,348
7,12,359
7,51,390
7,22,613
7,63,618
7,24,624
7,34,646
7,34,658
7,26,792
7,15,828
7,15,1178
13,44,6
13,15,56
13,37,81
13,19,139
13,29,216
13,19,227
13,11,233
13,42,541
13,27,996
13,22,1087
13,15,1123
13,24,1137
13,22,1232
13,37,1248
13,15,1269
13,37,1420
54,42,233
54,19,259
54,14,1105
54,12,1198
8,26,124
8,33,147
8,63,243
8,20,458
8,7,602
8,47,656
8,22,690
8,53,781
8,26,807
8,15,831
8,47,853
8,9,879
8,34,897
8,47,947
8,24,1082
42,52,40
42,62,89
42,18,165
42,13,177
42,11,187
42,26,214
42,50,225
42,29,610
42,37,648
42,15,666
27,22,85
27,66,109
27,66,305
27,61,316
27,52,331
27,4,335
27,18,425
27,66,770
27,22,1067
27,4,1108
27,41,1146
27,41,1240
27,26,1248
27,70,1289
27,15,1320
27,37,1324
27,43,1343
27,47,1353
27,20,1359
27,7,1363
67,12,3
67,6,20
67,26,22
67,26,25
67,50,79
67,26,93
67,31,105
67,16,133
67,7,202
67,8,245
67,12,324
67,24,371
67,20,394
67,16,403
67,3,455
67,16,506
67,7,666
67,22,853
67,50,893
67,7,910
67,10,914
67,34,918
67,6,933
67,30,969
67,24,970
67,29,977
67,24,984
67,7,1000
67,23,1033
67,10,1062
67,12,1097
67,10,1123
67,23,1145
63,12,6
63,26,21
63,26,24
63,50,82
63,50,86
63,26,92
63,39,114
63,26,126
63,7,201
63,8,207
63,8,229
63,26,368
63,26,372
63,5,384
63,3,399
63,16,400
63,3,450
63,16,506
63,3,543
63,5,559
63,7,663
63,54,695
63,22,859
63,22,883
63,22,888
63,22,902
63,50,903
63,8,905
63,20,930
63,46,957
63,30,969
63,24,971
63,7,1005
63,23,1031
63,8,1116
63,10,1124
63,10,1126
63,18,1259
63,18,1370
28,29,0
28,41,6
28,44,23
28,41,74
28,22,132
28,29,159
28,62,226
28,47,248
28,62,284
28,45,938
28,62,1210
28,44,1388
28,40,1392
28,45,1405
38,3,371
38,66,433
38,60,457
38,60,1011
38,60,1019
64,4,3
64,11,66
64,42,272
64,52,285
64,61,774
11,61,0
11,64,101
11,42,187
11,62,232
11,62,380
11,27,449
11,30,459
11,55,477
11,24,678
11,49,696
11,9,713
11,22,740
11,49,810
11,56,848
11,30,852
11,7,869
11,23,875
11,7,887
11,1,950
11,36,962
11,15,984
11,39,1045
11,71,1089
11,54,1107
11,54,1131
11,57,1153
11,57,1256
4,12,0
4,26,230
4,26,305
4,27,335
4,62,342
4,26,359
4,26,1091
4,27,1112
4,3,1211
4,52,1244
4,64,1258
4,29,1325
4,26,1346
4,26,1362
41,37,0
41,52,55
41,62,61
41,28,62
41,18,67
41,28,72
41,36,96
41,40,102
41,29,110
41,49,152
41,43,167
41,44,205
41,43,246
41,29,252
41,29,259
41,28,260
41,11,265
41,43,289
41,52,892
41,5,910
41,9,936
41,9,943
41,9,970
41,9,994
41,28,1072
41,34,1090
41,35,1170
41,46,1197
41,62,1220
41,18,1231
41,13,1243
41,44,1254
41,42,1270
41,64,1277
41,4,1311
41,15,1338
41,15,1356
41,37,1393
41,15,1407
41,33,1423
60,63,30
60,63,68
60,54,189
60,3,383
60,31,471
60,19,891
60,2,1081
60,2,1223
16,34,110
16,34,121
16,26,135
16,10,395
16,67,427
16,54,758
16,26,1207
16,38,1230
16,22,1253
16,38,1320
16,18,1395
