Actor,Target,Time
20,33,525
20,6,615
20,16,639
20,3,825
20,33,890
20,28,929
20,33,1030
20,31,1039
20,18,1079
20,31,1089
20,12,1107
20,22,1234
20,31,1445
20,25,1718
20,23,1738
20,19,1754
20,23,1781
19,25,470
19,31,736
19,25,740
19,33,1029
19,25,1037
19,33,1058
19,31,1216
19,25,1300
19,33,1434
19,26,1470
19,33,1495
19,20,1549
17,29,2
17,26,635
17,19,673
17,28,688
17,33,702
17,27,711
17,16,724
17,6,730
17,1,831
17,11,834
17,29,988
17,22,1025
17,27,1084
17,10,1197
17,8,1397
17,10,1421
17,7,1728
17,1,1731
17,8,1758
17,24,1765
17,11,1842
29,26,361
29,19,606
29,17,634
29,16,650
29,3,654
29,21,660
29,6,708
29,7,724
29,16,730
29,7,922
29,8,1160
29,7,1204
29,28,1220
29,24,1228
29,9,1244
29,2,1765
29,28,1767
29,1,1775
29,3,1866
33,31,1003
33,25,1005
33,19,1145
33,31,1205
28,10,249
28,26,332
28,15,371
28,23,388
28,31,396
28,32,420
28,20,442
28,31,698
28,33,773
28,25,833
28,27,910
28,18,924
28,17,1015
28,1,1036
28,2,1096
28,3,1169
28,7,1206
28,29,1217
28,17,1240
28,27,1248
28,23,1256
28,31,1271
28,7,1319
28,6,1350
28,9,1371
28,2,1443
28,24,1637
28,2,1640
28,1,1656
28,9,1665
28,1,1841
26,29,552
26,17,611
26,25,712
26,27,996
26,19,1016
26,25,1029
26,19,1436
26,25,1511
16,7,177
16,4,180
16,7,270
16,27,575
16,3,622
16,20,631
16,23,642
16,33,645
16,3,652
16,27,662
16,29,727
16,23,745
16,20,753
16,28,788
16,17,793
16,20,841
16,23,852
16,6,862
16,8,1233
16,22,1273
16,23,1314
16,24,1336
16,22,1408
16,10,1440
16,6,1480
21,30,211
21,8,244
21,15,259
21,12,294
21,8,305
21,15,504
21,14,506
21,8,520
21,14,638
21,4,717
21,6,937
21,16,941
21,30,955
21,6,974
21,4,976
21,18,977
21,3,990
21,6,998
21,22,1020
21,8,1057
10,21,5
10,16,11
10,4,22
10,30,25
10,16,44
10,7,160
10,28,248
10,25,289
10,2,576
10,24,580
10,7,892
10,16,1442
10,5,1464
10,17,1476
10,7,1496
10,17,1525
10,1,1549
10,3,1765
10,20,1786
10,19,1801
10,25,1820
10,1,1918
15,18,31
15,10,47
15,8,56
15,3,249
15,22,278
15,5,314
15,21,956
15,6,967
15,16,973
15,27,1011
15,21,1016
15,22,1031
15,4,1102
15,17,1120
15,6,1232
15,5,1251
15,4,1320
15,11,1387
15,7,1517
15,18,1550
15,7,1675
15,3,1686
15,31,1690
15,12,1694
15,22,1825
15,16,1859
4,23,29
4,10,162
4,12,276
4,23,363
4,28,373
4,14,578
4,6,613
4,16,644
4,6,652
4,21,664
4,6,759
4,30,780
4,12,783
4,6,966
4,14,999
4,6,1097
4,16,1110
4,5,1155
4,6,1470
