Sender_Email,Receiver_Email,time_layer
8,3,175066
8,14,175066
8,19,175050
8,3,175050
8,14,175050
8,32,174979
8,23,174951
8,27,186811
8,4,186808
8,10,186808
8,4,186806
8,4,186803
8,4,186734
8,10,186734
8,5,183112
8,3,183112
8,10,183112
8,10,186689
8,4,186681
8,4,186663
8,4,186543
8,10,186515
8,10,186515
8,19,186515
8,20,186473
8,14,186469
8,19,186468
8,4,186468
8,4,186378
8,4,186378
8,10,186356
8,16,186323
8,11,186322
8,33,186306
8,4,186232
8,10,186231
8,29,186231
8,10,186229
8,4,186208
8,34,186205
8,4,186162
8,4,186131
8,4,185731
8,4,185731
8,4,185730
8,19,185730
8,14,185730
8,3,185730
8,10,185730
8,10,185729
8,14,185728
8,18,185532
8,4,185483
8,19,185483
8,14,185483
8,4,185482
8,19,185482
8,14,185482
8,20,185318
8,35,184989
8,5,184987
8,3,184987
8,10,184987
8,5,184889
8,3,184889
8,30,184881
8,18,184858
8,20,182849
8,8,184697
8,10,184621
8,11,184476
8,9,182778
8,36,184475
8,2,184391
8,35,184391
8,25,184391
8,5,184390
8,3,184390
8,10,184390
5,11,182850
5,8,182850
5,11,182850
5,8,182850
8,20,182849
8,9,182778
5,37,182605
5,2,182605
8,5,182536
8,3,182536
8,16,183803
8,17,183803
8,18,183803
3,2,182435
5,11,182343
5,8,182343
5,38,182343
5,11,182341
5,8,182341
5,38,182341
8,11,182327
8,19,182327
8,14,182327
8,16,182327
8,5,182324
8,3,182324
23,8,182194
8,20,182154
22,21,182013
21,8,181999
22,8,181953
8,21,181940
8,5,181819
8,3,181819
8,14,181675
8,5,181456
8,3,181456
8,21,181315
8,5,181091
8,3,181091
8,17,181091
8,5,181091
8,3,181091
8,22,181026
8,20,180973
8,10,180973
8,14,180954
8,5,180922
22,8,180800
5,2,180783
8,14,180783
8,23,180687
8,14,180665
8,20,180641
8,14,180637
8,5,180283
8,3,180283
8,14,180283
4,18,180274
4,36,180274
4,22,180274
8,14,180164
8,24,180164
2,8,184450
8,23,179852
8,11,179827
8,5,179803
8,3,179803
8,14,179803
8,14,179685
8,5,179684
5,8,179653
5,19,179653
5,8,179653
5,19,179653
8,5,179636
8,3,179636
8,22,179611
8,25,179610
37,8,179601
8,14,179505
36,8,184475
10,8,179241
15,8,184477
8,5,179154
23,8,179146
8,5,179083
8,3,179083
8,10,179082
8,16,179078
8,5,179009
39,8,178987
23,27,178931
40,19,178928
40,14,178928
8,14,178814
8,5,178674
8,3,178674
41,8,184502
42,8,178597
25,8,178447
8,25,178434
8,17,178434
8,5,178434
8,5,178432
8,3,178432
8,20,178412
8,10,178404
43,8,178305
8,26,178143
8,21,178096
5,37,178000
8,21,177931
21,8,177905
8,21,177903
21,8,177809
21,8,177806
21,8,177780
8,3,177763
8,14,177491
25,8,177102
8,27,177088
8,14,177088
8,14,177088
8,18,177088
8,5,177088
8,25,177087
8,25,177081
10,8,184620
10,4,184620
19,18,176969
19,8,176969
8,14,176961
8,18,176751
8,14,176751
8,14,176749
8,28,176630
8,18,176106
8,14,176106
31,8,175743
20,8,175725
8,29,175722
29,8,175722
8,20,175713
8,30,175594
8,31,175551
8,10,175481
8,8,184697
8,8,175287
8,19,175066
8,3,175066
8,14,175066
8,19,175050
8,3,175050
8,14,175050
8,32,174979
8,23,174951
8,27,186811
10,8,184712
27,8,186809
8,4,186808
8,10,186808
4,8,186807
8,4,186806
8,4,186803
4,8,186801
4,8,186801
8,4,186734
8,10,186734
8,10,186689
8,4,186681
8,4,186663
8,4,186543
8,10,186515
8,10,186515
8,19,186515
8,20,186473
8,14,186469
8,19,186468
8,4,186468
8,4,186378
8,4,186378
8,10,186356
8,16,186323
8,11,186322
8,33,186306
8,4,186232
8,10,186231
8,29,186231
8,10,186229
8,4,186208
8,34,186205
8,4,186162
43,19,183305
43,10,183305
43,25,183305
8,4,186131
27,25,184811
27,35,184811
8,4,185731
8,4,185731
8,4,185730
8,19,185730
8,14,185730
8,3,185730
8,10,185730
8,10,185729
8,14,185728
14,44,184811
14,45,184811
8,18,185532
8,4,185483
8,19,185483
8,14,185483
8,4,185482
8,19,185482
8,14,185482
27,25,184815
27,35,184815
8,20,185318
8,35,184989
8,5,184987
8,3,184987
8,10,184987
8,5,184889
8,3,184889
8,30,184881
8,18,184858
8,10,184621
8,11,184476
8,36,184475
8,2,184391
8,35,184391
8,25,184391
8,5,184390
8,3,184390
8,10,184390
8,10,184338
8,14,184338
8,15,184209
8,5,184137
8,3,184137
8,14,184137
8,14,184050
8,14,184050
8,14,183715
8,5,183714
8,3,183714
8,10,183714
8,14,183709
35,8,185023
29,5,185171
29,3,185171
14,45,185224
4,46,185226
29,3,185462
29,10,185462
29,5,185462
4,8,185484
4,8,185871
5,23,179919
5,2,179919
14,21,178430
4,8,185990
4,8,186132
4,8,186157
29,3,186205
29,10,186205
29,5,186205
29,8,186299
29,8,186306
4,8,186376
29,10,186500
29,3,186500
29,5,186500
29,8,186634
29,10,186634
29,8,186716
8,10,183522
10,4,183520
8,8,183499
8,5,183306
8,3,183306
8,10,183306
8,5,183281
8,10,183281
8,14,183281
8,3,183280
8,10,183277
8,17,183275
8,15,183274
8,5,183112
8,3,183112
8,10,183112
8,8,183010
22,23,182965
42,8,178597
21,8,177905
21,8,177809
21,8,177806
21,8,177780
8,8,184697
8,8,186830
8,8,186830
4,4,191512
4,4,191349
4,4,191345
4,8,191345
4,43,191345
4,4,191342
26,26,192909
26,13,192909
26,33,192909
14,45,185224
14,44,184811
14,45,184811
37,8,179601
4,18,180274
4,36,180274
4,22,180274
43,19,183305
43,10,183305
43,25,183305
41,8,184502
15,8,184477
36,8,184475
2,8,184450
31,8,175743
20,8,175725
29,8,175722
5,8,179653
5,19,179653
5,8,179653
5,19,179653
5,37,178000
5,37,182605
5,2,182605
5,23,179919
5,2,179919
5,11,182343
5,8,182343
5,38,182343
5,11,182341
5,8,182341
5,38,182341
5,2,180783
10,8,192951
10,8,192950
43,8,193421
4,8,187718
33,18,186901
33,22,186901
33,25,186901
43,8,193412
4,8,187393
4,8,187409
4,8,187846
4,8,187864
4,8,191783
4,43,191783
43,8,191800
4,43,191852
43,4,191852
4,8,191870
29,8,191871
4,43,191877
43,8,191893
43,4,191893
43,8,191893
43,4,192014
30,8,193222
30,33,193222
30,13,193222
3,8,193194
47,11,193082
47,42,193082
4,8,193050
10,8,193028
10,3,192951
10,11,192951
43,8,178305
8,16,183803
8,17,183803
8,18,183803
8,5,178432
8,3,178432
8,17,178434
8,25,178434
25,8,178447
42,8,178597
8,5,178674
8,3,178674
8,14,178814
40,19,178928
40,14,178928
23,27,178931
39,8,178987
8,5,179009
8,16,179078
8,5,179083
8,3,179083
23,8,179146
8,5,179154
10,8,179241
8,14,179505
37,8,179601
8,25,179610
8,22,179611
8,5,179636
8,3,179636
5,8,179653
5,19,179653
5,8,179653
5,19,179653
8,5,179684
8,14,179685
8,5,179803
8,3,179803
8,14,179803
8,11,179827
8,23,179852
8,14,180164
8,24,180164
4,18,180274
4,36,180274
4,22,180274
8,5,180283
8,3,180283
8,14,180283
8,20,180641
8,14,180665
8,23,180687
8,14,180783
5,2,180783
22,8,180800
8,5,180922
8,14,180954
8,10,180973
8,20,180973
8,22,181026
8,17,181091
8,5,181091
8,3,181091
8,5,181091
8,3,181091
8,5,181456
8,3,181456
8,14,181675
8,5,181819
8,3,181819
8,21,181940
22,8,181953
21,8,181999
22,21,182013
36,8,184475
15,8,184477
8,20,182154
23,8,182194
8,5,182324
8,3,182324
8,16,182327
8,14,182327
8,19,182327
8,11,182327
5,11,182341
5,8,182341
5,38,182341
5,11,182343
5,8,182343
5,38,182343
3,2,182435
41,8,184502
8,5,182536
8,3,182536
5,37,182605
5,2,182605
8,9,182778
5,11,182850
5,8,182850
22,23,182965
8,8,183010
8,5,183112
8,3,183112
8,10,183112
8,17,183275
8,10,183277
8,5,183281
8,10,183281
8,14,183281
8,5,183306
8,3,183306
8,10,183306
10,8,184620
10,4,184620
8,8,183499
10,4,183520
8,10,183522
8,8,184697
27,25,184811
27,35,184811
27,25,184815
27,35,184815
14,44,184811
14,45,184811
43,19,183305
43,10,183305
43,25,183305
8,14,183709
8,5,183714
8,3,183714
8,10,183714
8,14,183715
8,14,184050
8,14,184050
8,5,184137
8,3,184137
8,14,184137
8,10,184338
8,14,184338
8,5,184390
8,3,184390
8,10,184390
8,25,184391
8,35,184391
8,2,184391
2,8,184450
8,36,184475
8,11,184476
8,10,184621
10,8,184712
29,5,185171
29,3,185171
8,18,184858
8,5,184889
8,3,184889
8,5,184987
8,3,184987
8,10,184987
8,35,184989
35,8,185023
14,45,185224
4,46,185226
8,4,185482
8,19,185482
8,14,185482
8,4,185483
8,19,185483
8,14,185483
8,18,185532
8,14,185728
8,10,185729
8,3,185730
8,10,185730
8,4,185730
8,19,185730
8,14,185730
8,4,185731
8,4,185731
8,4,186131
8,4,186162
8,34,186205
8,4,186208
8,10,186229
8,10,186231
8,29,186231
29,8,186299
8,4,186232
8,33,186306
8,11,186322
8,16,186323
8,4,186378
8,4,186378
8,19,186468
8,4,186468
8,14,186469
8,20,186473
8,19,186515
8,10,186515
8,4,186543
8,4,186663
8,4,186681
8,10,186689
8,4,186734
8,10,186734
4,8,186801
8,4,186808
4,8,186801
8,4,186803
4,8,186807
29,3,185462
29,10,185462
29,5,185462
8,10,186808
27,8,186809
8,27,186811
5,23,179919
5,2,179919
4,8,185484
4,8,185871
4,8,185990
4,8,186132
4,8,186157
29,3,186205
29,10,186205
29,5,186205
29,8,186306
4,8,186376
29,10,186500
29,3,186500
29,5,186500
29,8,186634
29,10,186634
29,8,186716
8,23,174951
8,32,174979
8,19,175050
8,3,175050
8,14,175050
8,19,175066
8,3,175066
8,14,175066
8,8,175287
8,30,175594
8,20,175713
29,8,175722
8,29,175722
20,8,175725
31,8,175743
8,18,176106
8,14,176106
8,28,176630
8,14,176749
8,18,176751
8,14,176751
8,14,176961
19,18,176969
19,8,176969
8,25,177081
25,8,177102
8,25,177087
8,18,177088
8,5,177088
8,14,177088
8,27,177088
8,14,177088
8,14,177491
8,3,177763
21,8,177780
21,8,177806
21,8,177809
8,21,177903
21,8,177905
8,21,177931
5,37,178000
8,26,178143
27,25,184815
27,35,184815
27,25,184811
27,35,184811
8,16,183803
8,17,183803
8,18,183803
4,18,180274
4,36,180274
4,22,180274
8,8,183499
8,8,183010
39,8,178987
25,8,178447
43,8,178305
25,8,177102
35,8,185023
17,8,186166
17,11,186166
17,48,186166
29,8,186726
29,3,186216
29,10,186216
29,5,186216
29,5,187582
29,8,187582
29,10,187345
29,5,187345
29,8,186716
29,8,186634
29,10,186634
29,10,186500
29,3,186500
29,5,186500
29,8,186306
29,8,186299
29,3,186205
29,10,186205
29,5,186205
29,3,185462
29,10,185462
29,5,185462
29,5,185171
29,3,185171
29,8,186644
29,10,186644
29,10,186510
29,3,186510
29,5,186510
29,8,186316
29,8,186309
26,8,193120
31,8,193388
4,8,193057
4,8,193057
10,11,193055
4,8,193029
26,8,193026
36,8,192983
10,10,192956
10,3,192956
10,11,192956
10,8,192913
10,10,192902
36,8,192887
10,11,192858
10,8,192858
10,8,192855
4,8,192597
4,8,192597
4,8,192593
4,36,192452
4,49,192452
3,1,187030
2,8,193493
14,50,187172
14,8,187869
13,8,191353
13,8,191353
5,13,191349
13,8,191341
43,8,191225
4,8,191224
4,43,191224
4,8,191202
42,8,191197
4,43,191152
4,8,191152
4,18,191111
43,4,191081
43,8,191081
43,4,191016
43,8,191016
4,43,191015
4,8,191015
4,8,191013
4,8,191012
13,8,190940
4,8,190911
14,8,190872
43,8,190867
43,4,190867
43,8,190866
42,8,190837
27,14,190697
27,8,190697
27,43,190697
8,8,191370
4,8,191398
42,8,191418
13,8,191441
4,43,191608
4,8,191608
43,8,191701
8,8,191706
30,8,191709
30,51,191709
30,49,191709
43,4,191753
43,8,191753
13,8,191763
43,8,191847
10,8,191847
43,8,191847
4,26,191853
43,8,191856
10,8,191859
43,8,191881
43,4,192014
3,8,193222
43,4,192048
10,8,193128
40,19,178928
40,14,178928
10,8,184712
10,4,184620
10,8,184620
3,2,182435
10,8,179241
43,19,183305
43,10,183305
43,25,183305
22,23,182965
4,8,186801
10,4,183520
22,8,180800
4,8,186386
4,8,185484
4,46,185226
4,8,186168
4,8,186143
4,8,186376
4,8,186157
4,8,186132
4,8,185990
4,8,185871
7,8,186170
7,51,186170
14,21,178430
22,21,182013
21,8,181999
22,8,181953
8,10,186525
8,10,186525
8,19,186525
8,20,186483
8,14,186479
8,19,186478
8,4,186478
8,4,193264
8,4,186388
8,4,186388
8,10,186366
8,16,186333
8,11,186332
8,33,186316
8,4,186243
8,10,186242
8,29,186242
8,10,186240
8,3,193220
8,4,186219
8,34,186216
8,4,186173
8,4,186142
8,14,186841
8,4,186841
8,4,186999
8,4,187003
8,3,193194
8,4,187080
8,4,193193
8,14,187317
8,4,187317
8,11,193173
8,4,187408
8,4,187409
8,4,187485
8,4,187583
8,3,193143
8,26,193120
8,11,187819
8,5,187820
8,3,187820
8,2,187820
8,13,191351
8,4,193111
8,10,193105
8,14,191274
8,27,191274
8,4,191258
8,4,191228
8,43,191228
8,4,191228
8,43,191228
8,43,191223
8,4,191223
8,20,191223
8,4,191205
8,43,191205
8,43,191204
8,52,191197
8,43,191184
8,52,191181
8,43,191180
8,13,191107
8,4,191087
8,43,190936
8,4,190934
8,43,190934
8,14,190920
8,4,190920
8,4,190915
8,10,192975
8,3,192975
8,4,190888
8,14,190871
8,36,192961
8,43,190866
8,20,190773
8,53,190773
8,49,190773
8,27,190773
8,4,190772
8,43,190772
8,30,190770
8,11,192951
8,27,190705
8,10,192951
8,5,190673
8,4,190673
8,4,192951
8,4,190560
8,43,190560
8,10,190554
8,10,190552
8,10,190537
8,11,190537
8,10,192936
8,4,192936
8,27,191280
8,10,192935
8,10,192912
8,13,191370
8,8,191370
8,4,191398
8,4,192911
8,4,191564
8,10,192911
8,4,191588
8,4,191588
8,4,191588
8,43,191588
8,18,191614
8,26,191614
8,36,191614
8,43,191657
8,4,191659
8,43,191659
8,4,191659
8,18,191660
8,8,191706
8,4,191708
8,4,191731
8,43,191731
8,13,191760
8,43,191825
8,10,191848
8,10,191859
8,4,191872
8,11,191873
8,29,191873
8,43,191885
8,4,191885
8,4,192910
8,10,192909
8,14,192906
8,36,192906
8,18,192905
8,10,192904
8,36,192861
8,33,193461
8,33,192595
8,26,192595
8,26,192593
8,26,192581
8,10,192575
8,4,186818
8,10,186818
8,4,186816
8,4,186813
8,4,186744
8,10,186744
8,43,193415
8,10,186699
8,4,186691
8,4,186673
8,4,186553
8,10,184338
8,14,184338
8,15,184209
8,5,184137
8,3,184137
8,14,184137
8,14,184050
8,14,184050
8,16,183803
8,17,183803
8,18,183803
8,14,183715
8,5,183714
8,3,183714
8,10,183714
8,14,183709
8,5,182536
8,3,182536
8,11,182327
8,19,182327
8,14,182327
8,16,182327
8,5,182324
8,3,182324
8,20,182154
8,10,183522
8,21,181940
8,5,181819
8,3,181819
8,14,181675
8,5,181456
8,3,181456
8,21,181315
8,5,181091
8,3,181091
8,17,181091
8,5,181091
8,3,181091
8,22,181026
8,20,180973
8,10,180973
8,14,180954
8,5,180922
8,14,180783
8,23,180687
8,14,180665
8,20,180641
8,14,180637
8,5,183306
8,3,183306
8,10,183306
8,5,180283
8,3,180283
8,14,180283
8,14,180164
8,24,180164
8,23,179852
8,11,179827
8,5,179803
8,3,179803
8,14,179803
8,14,179685
8,5,179684
8,5,179636
8,3,179636
8,22,179611
8,25,179610
8,14,179505
8,5,179154
8,5,179083
8,3,179083
8,10,179082
8,16,179078
8,5,179009
8,14,178814
8,5,178674
8,3,178674
8,25,178434
8,5,183281
8,10,183281
8,14,183281
8,17,178434
8,5,178434
8,5,178432
8,3,178432
8,20,178412
8,10,178404
8,26,178143
8,21,178096
8,3,183280
8,21,177931
8,21,177903
8,3,177763
8,14,177491
8,27,177088
8,14,177088
8,14,177088
8,18,177088
8,5,177088
8,25,177087
8,10,183277
8,25,177081
8,17,183275
8,14,176961
8,18,176751
8,14,176751
8,14,176749
8,28,176630
8,15,183274
8,18,176106
8,14,176106
8,29,175722
8,20,175713
8,30,175594
8,31,175551
8,10,175481
8,8,175287
8,19,175066
8,3,175066
8,14,175066
8,19,175050
8,3,175050
8,14,175050
8,32,174979
8,23,174951
8,27,186811
8,4,186808
8,10,186808
8,4,186806
8,4,186803
8,4,186734
8,10,186734
8,5,183112
8,3,183112
8,10,183112
8,10,186689
8,4,186681
8,4,186663
8,4,186543
8,10,186515
8,10,186515
8,19,186515
8,20,186473
8,14,186469
8,19,186468
8,4,186468
8,4,186378
8,4,186378
8,10,186356
8,16,186323
8,11,186322
8,33,186306
8,4,186232
8,10,186231
8,29,186231
8,10,186229
8,4,186208
8,34,186205
8,4,186162
8,4,186131
8,4,185731
8,4,185731
8,4,185730
8,19,185730
8,14,185730
8,3,185730
8,10,185730
8,10,185729
8,14,185728
8,18,185532
8,4,185483
8,19,185483
8,14,185483
8,4,185482
8,19,185482
8,14,185482
8,20,185318
8,35,184989
8,5,184987
8,3,184987
8,10,184987
8,5,184889
8,3,184889
8,30,184881
8,18,184858
8,20,182849
8,8,184697
8,10,184621
8,11,184476
8,36,184475
8,2,184391
8,35,184391
8,25,184391
8,5,184390
8,3,184390
8,10,184390
8,9,182778
23,8,182194
23,8,179146
23,27,178931
19,18,176969
19,8,176969
3,1,187501
3,1,187501
3,1,187501
54,54,191108
54,54,191106
54,54,191102
54,54,191080
27,55,184646
27,13,184646
27,44,184552
27,24,184530
27,56,184520
27,56,184496
27,27,183448
27,5,184496
27,24,184480
27,27,184383
27,27,183447
27,5,183878
27,27,183447
27,5,183877
27,51,183855
27,19,183848
27,3,183830
27,28,183802
27,25,183711
27,35,183711
27,25,183285
27,25,183274
27,25,183274
27,51,185384
27,41,185363
27,44,185317
27,5,185171
27,37,185171
27,33,185122
27,57,185005
27,3,183494
27,35,184880
27,25,184815
27,35,184815
27,25,184811
27,35,184811
27,5,184809
27,5,182024
27,27,182024
27,3,181521
27,51,185384
27,41,185363
27,44,185317
27,5,185171
27,37,185171
27,33,185122
27,57,185005
27,35,184880
27,25,184815
27,35,184815
27,25,184811
27,35,184811
27,5,184809
27,55,184646
27,13,184646
27,44,184552
27,24,184530
27,56,184520
27,56,184496
27,5,184496
27,24,184480
27,27,184383
27,5,183878
27,5,183877
27,51,183855
27,19,183848
27,3,183830
27,28,183802
27,25,183711
27,35,183711
27,3,183494
58,59,183473
58,27,183473
27,27,183448
27,27,183447
27,27,183447
27,25,183285
27,25,183274
27,25,183274
26,26,192909
30,14,193558
30,52,191035
30,18,191035
30,36,191035
30,52,191034
30,18,191034
30,34,191034
56,27,191249
56,27,191254
27,25,183711
27,35,183711
27,28,183802
27,19,183848
27,51,183855
27,27,184383
27,5,184496
27,56,184496
27,24,184530
27,55,184646
27,13,184646
27,5,184809
27,25,184811
27,35,184811
27,25,184815
27,35,184815
27,57,185005
27,5,185171
27,37,185171
27,44,185317
27,3,181521
27,51,185384
27,5,182024
27,27,182024
27,25,183274
27,25,183285
27,27,183447
27,27,183447
27,27,183448
58,59,183473
58,27,183473
26,13,192909
26,33,192909
60,27,190553
60,61,190553
30,49,190574
30,27,190574
30,49,193222
30,27,193222
30,14,193222
8,27,190705
3,27,190707
14,27,190721
14,34,190721
30,27,190728
30,14,190728
30,62,190728
8,49,190773
8,27,190773
36,14,190845
36,18,190845
30,27,193198
30,49,193198
22,49,190848
22,27,190848
30,49,190849
30,27,190849
22,49,190864
22,27,190864
34,14,190866
34,27,190866
36,27,190898
30,27,190912
30,14,190912
30,61,190912
30,62,191011
30,27,191011
30,61,191054
30,14,191054
30,52,191054
10,11,193055
10,10,193048
10,3,193048
10,11,193048
10,10,192956
10,3,192956
10,11,192956
10,3,192951
10,11,192951
30,14,193461
10,10,192912
10,11,192912
26,13,192524
26,33,192524
10,27,192903
10,10,192902
10,11,192858
10,8,192858
10,27,192856
10,27,192854
30,53,192524
30,18,192524
30,49,192524
30,53,192377
30,18,192377
30,49,192377
26,13,192523
26,33,192523
26,27,192329
26,33,192328
52,27,192256
52,30,192253
30,27,192210
27,27,191418
30,27,191424
30,36,191424
30,18,191477
30,49,191477
13,36,193434
13,7,193434
13,49,193434
57,30,193431
26,49,191662
56,27,191679
49,27,191685
49,18,191685
49,36,191685
30,27,191709
30,14,191709
30,27,191709
30,14,191709
30,8,191709
30,51,191709
30,49,191709
31,13,191712
30,27,193415
30,36,191753
30,27,191753
30,49,191753
49,30,191754
49,36,191754
49,27,191754
26,14,192452
26,63,192452
26,27,192452
30,27,191783
30,49,191857
30,49,193410
30,27,193410
30,14,193410
3,27,192042
57,27,188729
4,27,189230
5,13,189425
37,27,189431
37,5,189431
37,13,189431
36,57,193392
36,27,193392
36,30,193392
8,27,189520
64,27,189575
64,27,189591
30,27,189663
30,49,193384
30,27,193384
7,27,189718
7,42,189718
18,5,189734
14,18,189734
14,5,189734
5,14,189742
53,8,189789
53,2,189789
7,42,189833
60,34,190029
60,52,190029
60,14,190029
60,27,190029
60,14,190029
30,27,193293
8,27,190058
8,4,190058
37,27,190072
37,27,193287
37,27,193286
60,49,190388
60,27,190388
60,61,190388
58,59,183473
58,27,183473
27,27,191418
27,30,191489
27,56,191677
27,56,191680
27,18,191684
27,36,191684
27,49,191684
27,30,193386
27,49,191754
27,30,191754
27,36,191754
27,18,191782
27,51,185396
27,41,185375
27,44,185329
27,5,185183
27,37,185183
27,33,185134
27,57,185017
27,30,193293
27,35,184892
27,10,193287
27,25,184827
27,35,184827
27,25,184823
27,35,184823
27,5,184821
27,37,193287
27,2,185877
27,18,185971
27,36,186020
27,36,186038
27,52,186038
27,25,186524
27,35,186524
27,5,186543
27,37,186543
27,36,186551
27,8,186814
27,35,186860
27,25,186860
27,36,186861
27,10,192952
27,18,187318
27,3,187318
27,5,187488
27,22,187529
27,3,187695
27,37,188160
27,10,192832
27,64,188395
27,30,188872
27,60,188920
27,18,188921
27,3,189038
27,64,189047
27,4,189232
27,45,189232
27,5,189424
27,37,189424
27,64,189424
27,61,190048
27,37,190050
27,52,190055
27,3,190699
27,14,190719
27,34,190719
27,8,190769
27,64,190933
27,25,190942
27,26,192329
27,52,192254
27,30,192254
27,37,192215
27,25,191181
27,56,191249
27,36,191249
27,56,191253
27,53,191350
27,49,191395
27,27,191398
27,49,191418
27,35,184880
27,25,184815
27,35,184815
27,25,184811
27,35,184811
27,5,184809
27,3,183494
27,55,184646
27,13,184646
27,44,184552
27,24,184530
27,56,184520
27,56,184496
27,5,184496
27,24,184480
27,27,184383
27,5,183878
27,27,183448
27,5,183877
27,51,183855
27,19,183848
27,27,183447
27,3,183830
27,28,183802
27,27,183447
27,25,183711
27,35,183711
27,25,183285
27,25,183274
27,25,183274
27,5,182024
27,27,182024
27,3,181521
27,51,185384
27,41,185363
27,44,185317
27,5,185171
27,37,185171
27,33,185122
27,57,185005
23,9,185962
23,9,185962
54,7,192904
54,65,192904
42,7,193965
31,5,186206
31,12,186206
12,9,186880
9,12,186968
9,52,182624
9,30,182624
12,9,188672
9,2,182792
9,12,182792
12,9,183299
12,2,183299
12,9,183709
12,9,183811
9,55,183979
9,9,184006
9,2,184029
9,1,184029
9,9,184040
9,52,184601
9,9,184601
6,5,184984
6,5,185025
6,9,185025
6,3,185025
31,55,185179
31,13,185179
6,3,185292
13,53,185333
6,5,185392
31,13,185746
31,12,185746
31,55,185847
31,13,185847
31,5,185847
12,37,190026
12,9,188682
13,51,192528
13,37,192528
51,31,192616
12,37,190026
12,9,188672
9,52,182624
9,30,182624
9,2,182792
9,12,182792
12,9,183299
12,2,183299
9,12,186968
12,9,186880
31,5,186206
31,12,186206
31,55,185847
31,13,185847
31,5,185847
31,13,185746
31,12,185746
6,5,185392
13,53,185333
6,3,185292
31,55,185179
31,13,185179
6,5,185025
6,9,185025
6,3,185025
6,5,184984
9,9,184601
9,52,184601
9,9,184040
9,2,184029
9,1,184029
9,9,184006
9,55,183979
12,9,183811
12,9,183709
5,37,183644
5,6,183644
5,2,183543
5,11,182940
5,11,182940
5,11,182940
5,19,182940
5,37,182939
5,53,182920
5,37,182919
5,9,182869
5,63,182868
